,image_name,label
2456,1640_784_S,S
2457,1040_486_S,S
2458,2217_1048_S,S
2459,1223_575_S,S
2460,1936_915_B,B
2461,1423_677_S,S
2462,1353_639_S,S
2463,2200_1040_S,S
2464,1156_546_S,S
2465,2553_1228_B,B
2466,2249_1062_B,B
2467,415_204_S,S
2468,2449_1166_S,S
2469,1535_734_B,B
2470,397_198_S,S
2471,640_302_S,S
2472,2317_1097_S,S
2473,813_378_S,S
2474,1000_472_S,S
2475,697_327_B,B
2476,1151_543_S,S
2477,419_205_S,S
2478,1516_726_B,B
2479,2103_993_S,S
2480,2518_1209_S,S
2481,2324_1100_B,B
2482,1620_773_S,S
2483,797_372_S,S
2484,1098_516_B,B
2485,240_115_S,S
2486,2484_1186_S,S
2487,1181_558_S,S
2488,1915_907_B,B
2489,2502_1198_B,B
2490,1408_670_S,S
2491,521_254_S,S
2492,2252_1063_S,S
2493,1417_674_S,S
2494,744_345_S,S
2495,1925_910_B,B
2496,2438_1161_B,B
2497,1656_789_B,B
2498,219_101_B,B
2499,653_307_S,S
2500,2040_960_S,S
2501,1367_644_B,B
2502,1792_852_B,B
2503,2090_986_S,S
2504,852_396_S,S
2505,1896_900_S,S
2506,1762_834_S,S
2507,2598_1247_B,B
2508,1490_712_S,S
2509,86_44_B,B
2510,708_333_B,B
2511,386_190_B,B
2512,2213_1047_B,B
2513,2063_972_S,S
2514,1552_743_B,B
2515,809_374_B,B
2516,866_406_B,B
2517,2015_948_B,B
2518,1142_538_B,B
2519,1469_703_B,B
2520,1787_848_B,B
2521,1211_570_S,S
2522,211_96_S,S
2523,1440_688_S,S
2524,1322_624_S,S
2525,1772_839_S,S
2526,1994_939_S,S
2527,1833_877_S,S
2528,777_361_B,B
2529,2021_952_B,B
2530,2272_1072_S,S
2531,248_119_S,S
2532,357_175_B,B
2533,1821_868_S,S
2534,1794_854_B,B
2535,962_458_B,B
2536,734_342_S,S
2537,1206_567_B,B
2538,2172_1026_S,S
2539,298_139_B,B
2540,80_41_B,B
2541,1944_922_S,S
2542,2444_1164_S,S
2543,1434_684_B,B
2544,1748_830_S,S
2545,2463_1174_B,B
2546,2554_1229_S,S
2547,1570_752_B,B
2548,2586_1242_S,S
2549,1225_575_B,B
2550,2342_1110_B,B
2551,2394_1137_B,B
2552,407_202_S,S
2553,2170_1025_S,S
2554,1948_923_S,S
2555,980_464_S,S
2556,1810_865_S,S
2557,601_290_S,S
2558,2181_1029_S,S
2559,1722_819_S,S
2560,1865_888_S,S
2561,463_227_B,B
2562,733_341_B,B
2563,1943_921_B,B
2564,2065_972_B,B
2565,98_49_S,S
2566,1998_940_S,S
2567,2298_1084_S,S
2568,2550_1226_B,B
2569,2437_1160_B,B
2570,2368_1126_S,S
2571,1612_770_B,B
2572,1764_834_B,B
2573,103_52_B,B
2574,1339_634_S,S
2575,1334_629_B,B
2576,1605_767_S,S
2577,1900_902_S,S
2578,2143_1011_S,S
2579,1700_811_S,S
2580,2260_1067_S,S
2581,1503_718_B,B
2582,1590_765_S,S
2583,646_304_S,S
2584,698_328_S,S
2585,682_319_B,B
2586,1245_584_S,S
2587,2052_966_S,S
2588,2005_943_S,S
2589,1923_910_S,S
2590,1750_831_S,S
2591,2487_1188_S,S
2592,1056_492_B,B
2593,227_105_B,B
2594,996_469_B,B
2595,854_396_B,B
2596,457_224_B,B
2597,2312_1093_S,S
2598,1937_916_B,B
2599,2011_945_B,B
2600,1238_581_S,S
2601,1718_816_B,B
